ein,env,geo,tradeassoc,name,p3orgpur,fisyr,ntee1,nteecc,state,zip5,ntee2007a,tradeassoc
586320345,9,,,11023098 TR U/A LAURA CAMPBELL FBO BERRY COLLEGE,FOR EDUCATIONAL PURPOSES,1998,T,T11,GA,30302,B11,
586320346,9,,,11023103 TR U/A LAURA CAMPBELL FBO COLUMBIA THEOLOGICAL SEMINARY,FOR EDUCATIONAL PURPOSES,1998,T,T11,GA,30302,B11,
562025659,9,,,ALEXANDER ANIMAL ACTION LEAGUE,ABANDONED ANIMAL CARE,2003,T,T11,NC,28681,D20,
232868557,9,,,ALUMNI & FRIENDS OF ST JOSEPH HIGH SCHOOL GROWTH FOUNDATION,SUPPORT TO ST. JOSEPH'S HIGH SCHOOL,2000,T,T11,PA,15065,B11,
516522862,9,,,Amherst College Foundation Trust JP Morgan Chase Bank,SUPPORT OF AMHERST COLLEGE,2002,T,T11,DE,19714,B11,
542030184,9,,,Centreville HS Choral Boosters Inc.,To support Centreville High School Choirs.,2003,T,T11,VA,20124,B11,
413203634,9,,,COOPER YOUNG COMMUNITY ASSOCIATION,COMMUNITY IMPROVEMENT,1998,T,T11,TN,38174,S22,
421385974,9,,,DUBUQUE SENIOR HIGH SCHOOL EDUCATIONAL FOUNDATION,SUPPORT AT DUBUQUE SENIOR HIGH SCHOOL,1998,T,T11,IA,52001,B11,
311498848,9,,,Friends of Athens Municipal Library,Support Athens Municipal Library,2003,T,T11,IL,62613,B11,
760572662,9,,,FRIENDS OF C E A U,THE FRIENDS OF CEAU PLANS TO FUND DESERVING EDUCATIONAL PROGRAMS CONDUCTED AT CEAU.,1998,T,T11,TX,77056,B11,
20506347,9,,,FRIENDS OF COOK MEMORIAL LIBRARY,TO SUPPORT PUBLIC LIBRARY,2002,T,T11,NH,3886,B11,
232789472,9,,,FRIENDS OF ST. MARIA GORETTI,"THE FRIENDS OF ST. MARIA GORETTI IS ORGANIZED EXCLUSIVELY FOR THE BENEFIT OF ST. MARIA GORETTI HIGH SCHOOL, AN EDUCATIONAL ORGANIZATION UNDER THE AUSPICES OF THE ARCHDIOCESE OF PHILADELPHIA, AND AS DESCRIBED IN INTERNAL REVENUE CODE SECTION 501 ()(3). THE ORGANIZATION'S SOLE ACTIVITY IS TO RAISE MONEY FOR THE SUPPORT OF ST. MARIA GORETTI HIGH SCHOOL.",1998,T,T11,PA,19142,B11,
411909526,9,,,FRIENDS OF THE CAMPBELL LIBRARY,SUPPORT COMMUNITY LIBRARY,2000,T,T11,MN,56721,B11,
43330182,9,,,FRIENDS OF THE CHARLESTOWN LIBRARY LTD,SUPPORT OF PUBLIC LIBRARY BRANCH,2002,T,T11,MA,2129,B11,
43097530,9,,,FRIENDS OF THE CHILMARK PUBLIC LIBRARY,TO SUPPORT THE CHILMARK PUBLIC LIBRARY,1999,T,T11,MA,2535,B11,
731383096,9,,,FRIENDS OF THE KELLYVILLE PUBLIC LIBRARY INC,PROVIDE LIBRARY FOR COMMUNITY,2000,T,T11,OK,74039,B11,
113414311,9,,,"FRIENDS OF WILL. ALEXANDER M.S. 51, INC",Support education,2002,T,T11,NY,11215,B11,
570565961,9,,,"GREENVILLE TECH FOUNDATION, INC.",PROVIDE FINANCIAL ASSISTANCE TO GTC AND STUDENTS,1998,T,T11,SC,29606,B11,
912083170,9,,,HEMET LIBRARY FOUNDATION,"THE HEMET LIBRARY FOUNDATION IS A NON-PROFIT, NON-PARTISAN, VOLUNTEER GROUP OF LOCAL CITIZENS DEDICATED TO SOLICITING AND MANAGING FUNDS FOR CHARITABLE PURPOSES FOR THE ENHANCEMENT OF THE HEMET PUBLIC LIBRARY FOR ALL MEMBERS OF THE COMMUNITY",2001,T,T11,CA,92546,B11,
30392648,9,,,I Have A Dream Supporting Foundation,education and training for under privileged youth,2003,T,T11,MI,49017,B11,
571060378,2,1,,"KEEP AMERICA BEAUTIFUL OF S.C., INC",ANTI LITER PROGRAMS,1998,T,T11,SC,29202,C50,
311559939,9,,,LIBERTY CENTER SCHOOLS EDUCATIONAL FOUNDATION INC,Benefit Liberty Center Schools/students,2001,T,T11,OH,43532,B11,
30358658,9,,,LUDLOW EDUCATION ASSISTANCE FUND,FOSTER EDUCATIONAL EXCELLENCE,2000,T,T11,VT,5149,B11,
371366608,9,,,MACON COUNTY SOIL AND WATER CONSERVATION DISTRICT FOUNDATION,Support for Agricultural Programs,2002,T,T11,IL,62521,C32,
391764756,9,,,"Medford Area for Tomorrow, Inc.","Medford Area for Tomorrow, Inc (MATI) is a non-profit organization whose goal is to foster community growth, culture and youth activities",2001,T,T11,WI,54451,S22,
680394561,9,,,NICASIO SCHOOL FOUNDATION,FUNDRAISING FOR PUBLIC SCHOOL DISTRICT,1999,T,T11,CA,94946,B11,
593429631,9,,,"PAWS OF HILLSBOROUGH COUNTY, INC",NEUTERING OF ANIMALS,2000,T,T11,FL,33511,D20,
911835991,9,,,PIERCE LIBRARY FOUNDATION,PUBLIC LIBRARY BUILDING IMPROVEMENTS,1999,T,T11,NE,68767,B11,
383310974,9,,,PLYMOUTH EDUCATION FOUNDATION,TO RAISE FUND FOR A CHARTER SCHOOL,1998,T,T11,MI,48201,B11,
367370344,9,,,RICHARD R & KATHERINE S. RIPLEY EDUCATIONAL TRUST,Educational scholarships,2001,T,T11,IL,61944,B11,
752721620,9,,,"ROBERT E. LEE HIGH SCHOOL FOOTBALL BOOSTER CLUB, INC.",BENEFITS FOR STUDENTS WHO PARTICIPATE IN STUDENT ATHLETICS,1998,T,T11,TX,79703,B11,
582229271,9,,,"ROBERT W. WOODRUFF HEALTH SCIENCES CENTER FUND, INC.","THE 'FUND' WAS CREATED TO SUPPORT AND BENEFIT THE ROBERT W. WOODRUFF HEALTH SCIENCES CENTER, A DIVISION OF EMORY UNIVERSITY, WHICH INCLUDES ITS MEDICAL AND NURSING SCHOOLS, MEDICAL RESEARCH LABORATORIES AND HOSPITALS. IN PARTICULAR, THE 'FUND' SUPPORTS THE WINSHIP CANCER CENTER, A DEPARTMENT OF THE SCHOOL OF MEDICINE OF EMORY UNIVERSITY.",1998,T,T11,GA,30303,B11,
30347270,9,,,SACRED HEART EDUCATIONAL TRUST,TO PROVIDE ADDITIONAL SUPPORT TO CATHOLIC SCHOOL,1999,T,T11,VT,5855,B11,
742869610,9,,,SACRED HEART SCHOOL EDUCATION FUND,EDUCATION FUND,1998,T,T11,TX,78382,B11,
870564444,9,,,SOUTHERN UTAR UNIVERSITY FOUNDATION,BENEFIT SOUTHERN UTAH UNIVERSITY,1998,T,T11,UT,84720,B11,
223785976,9,,,"SPARTAN EDUCATION FOUNDATION OF CENTRAL JERSEY, INC",SUPPORT EDUCATION IN CENTRAL NJ,2002,T,T11,NJ,8869,B11,
541784309,9,,,STAUNTON RIVER HIGH SCHOOL FOOTBALL BOOSTER CLUB,Provide funds for school athletic programs,1998,T,T11,VA,24121,B11,
841287053,9,,,TABLE MOUNTAIN ANIMAL CENTER FOUNDATION,SUPPORT FOR ANIMAL CENTER/SHELTER.,1998,T,T11,CO,80401,D20,
576198664,9,,,THE CHARLES H. CAHILL CALTECH CHARITABLE TRUST,"SUPPORT CALIFORNIA INSTITUTE OF TECHNOLOGY, A CALIFORNIA NONPROFIT PUBLIC BENEFIT CORPORATION.",2003,T,T11,CA,91436,B11,
541748524,9,,,"THE CULPEPER LIBRARY FOUNDATION, INC.",RAISE FUNDS TO CONSTRUCT A PUBLIC LIBRARY,1998,T,T11,VA,22701,B11,
223562399,9,,,THE LIBERTY COMMUNITY DEVELOPMENT CORP,Primary exempt purpose is to develop programs to enhance the community,2001,T,T11,NJ,7060,S20,
550739659,9,,,"THE LIBRARY FOUNDATION OF KANAWHA COUNTY, INC.",FUND RAISING FOR PUBLIC LIBRARY SYSTEM,1998,T,T11,WV,25301,B11,
561951586,9,,,"THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL FDN INVESTMENT FUND, INC.",THE ORGANIZATION INVESTS THE ENDOWMENT FUND OF THE UNIVERSITY OF NORTH CAROLINA-CHAPEL HILL AND OTHER UNIVERSITY RELATED FOUNDATIONS,1998,T,T11,NC,27599,B11,
742756239,9,,,THE WINSTON SCHOOL SAN ANTONIO FOUNDATION,"TO SOLICIT, RECEIVE, MANAGE AND ADMINISTER FINANCIAL SUPPORT NECESSARY TO MAINTAIN AND ADVANCE EDUCATIONAL AND CHARITABLE FUNCTIONS OF WINSTON SCHOOL",1998,T,T11,TX,78229,B11,
911934007,9,,,TIMBERLAND REGIONAL LIBRARY FOUNDATION,"TO RECEIVE AND MAINTAIN A FUND OR FUNDS OF REAL OR PERSONAL PROPERTY, OR BOTH, AND, SUBJECT TO THE RESTRICTIONS AND LIMITATIONS HEREINAFTER SET FORTH, TO USE AND APPLY THE WHOLE OR ANY PART OF THE INCOME THEREFROM, AND/OR THE PRINCIPAL THEREOF, EXCLUSIVELY FOR THE BENEFIT OF TIMBERLAND REGIONAL LIBRARY, A LIBRARY DISTRICT SERVING GRAYS HARBOR, LEWIS, MASON, THURSTON, AND PACIFIC COUNTIES, STATE OF WASHINGTON AND ITS AFFILIATED LOCAL LIBRARIES OR SUCCESSORS.",2000,T,T11,WA,98501,B11,
860893817,9,,,TOM & MARIE MITCHEL FOUNDATION,CORPORATION ORGANIZED TO OPERATE EXCLUSIVELY FOR CHARITABLE PURPOSES BY CONDUCTING OR SUPPORTING ACTIVITIES FOR ARIZONA COMMUNITY FOUNDATION.,1998,T,T11,AZ,85016,B11,
846239764,9,,,WEBB MEMORIAL MEDICAL LIBRARY TRUST 1012030720,MAINTAIN MEDICAL LIBRARY,2000,T,T11,AZ,85001,B11,
752452749,9,,,WILLIAM B. TRAVIS BOOSTER CLUB,SUPPORT THE LOCAL ELEMENTARY SCHOOL.,1999,T,T11,TX,79066,B11,
61631060,9,,,"YONKERS PUBLIC LIBRARY FOUNDATION, INC",SUPPORT OF YONKERS PUBLIC LIBRARY,2002,T,T11,NY,10701,B11,
200027547,9,,,"ALGIERS CULTURAL RECREATIONAL AND TOURISM, INC.","ALGIERS CULTURAL, RECREATIONAL AND TOURISM, INC. WILL CONTRIBUTE FUNDS TO A WIDE RANGE OF COMMUNITY ASSOCIATIONS AND CLUBS, SENIOR CITIZENS GROUPS, SCHOOLS AND CHURCHES TO SPONSOR DEVELOPMENTAL AND TUTORIAL PROGRAMS, PROVIDE FOOD ASSISTANCE PROGRAMS FOR T",2003,T,T12,LA,70114,S30,
43174487,9,,,"BAGNALL EDUCATION FOUNDATION, INC.",Educational enhancement - Bagnall,2002,T,T12,MA,1834,B11,
30352489,9,,,BURLINGTON SCHOOLS FOUNDATION,TO PROVIDE SUPPORT TO THE PUBLIC SCHOOL SYSTEM,1998,T,T12,VT,5401,B11,
300108252,9,,,Central Insurance Companies Educational & Charitable Foundation,Scholarships & charitable projects,2002,T,T12,OH,45891,B11,
311500951,9,,,"EASTERN EDUCATIONAL FOUNDATION, INC.",EDUCATIONAL IMPROVEMENT.,1999,T,T12,NJ,8043,B11,
841474856,9,,,ELIZABETH EDUCATION FOUNDATION,RAISE MONEY FOR PROGRAMS FOR SCHOOL,1999,T,T12,CO,80107,B11,
363842479,2,4,,ENERGY & ENVIRONMENTAL RESEARCH CENTER FOUNDATION,"THE NONPROFIT CORPORATION IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, EDUCATIONAL, SCIENTIFIC, OR DEVELOPMENTAL PURPOSES WITHIN THE MEANING OF 501(C)(3) OF THE INTERNAL REVENUE CODE. THE PURPOSES FOR WHICH THE NONPROFIT CORPORATION IS ORGANIZED ARE: 1. TO PROMOTE, ENCOURAGE, AND FOSTER THE EDUCATION AND TRAINING SERVICES, SCIENTIFIC INVESTIGATIONS, TECHNOLOGY DEVELOPMENT, TECHNOLOGY COMMERCIALIZATION,",1999,T,T12,ND,58202,C05,
860774476,9,,,FAMILY LEADERSHIP FOUNDATION,TO PROVIDE CHARITABLE ASSISTANCE TO OTHER 501(C)3 ORGANIZATIONS THROUGH CASH DONATIONS.,1998,T,T12,AZ,85282,W70,
931198874,9,,,FERN RIDGE LIBRARY FOUNDATION,SUPPORT THE FERN RIDGE LIBRARY,1998,T,T12,OR,97487,B11,
752682461,9,,,FOUNDATION FOR COMMUNITY EMPOWERMENT,"RELIGIOUS, CHARITABLE, SCIENTIFIC, LITERARY AND EDUCATIONAL PURPOSES, INCLUDING THE SUPPORT OF PUBLIC CHARITIES, SUPPORT OF ESTABLISHED RELIGIONS AND RELIGIOUS INSTITUTIONS, CHURCHES, SCHOOLS, UNIVERSITIES, EDUCATIONAL INSTITUTIONS, & EDUCATION-RELATED CHARITIES AND FOUNDATIONS, ENCOURAGEMENT OF ART, PREVENTION OF CRUELTY TO ANIMALS & CHILDREN, AND SUPPORT INSTITUTIONS FOR ANY SUCH PURPOSES",1998,T,T12,TX,75201,S20,
311619093,9,,,"FRIENDS OF ROCKY MOUNT CHARTER SCHOOL, INC.","TO SOLICIT CONTRIBUTIONS AND ENGAGE IN OTHER FUNDRAISING ACTIVITIES IN SUPPORT OF ROCKY MOUNT CHARTER SCHOOL, A CHARTER SCHOOL ESTABLISHED AND OPERATED UNDER THE GENERAL STATUTES OF THE STATE OF NORTH CAROLINA",2000,T,T12,NC,27804,B11,
43289556,2,5,,FRIENDS OF THE BERMUDA UNDERWATER EXPLORATION INSTITUTE,"PROVIDING RESOURCES AND FUNDS FOR SCIENTIFIC EXPLORATION, RESEARCH, AND PRESERVATION OF THE UNDERWATER ENVIRONMENT AROUND BERMUDA.",1998,T,T12,MA,2109,C11,
481080601,9,,,"FRIENDS OF THE GRANT COUNTY LIBRARY FOUNDATION, INC.",SUPPORT THE GRANT COUNTY LIBRARY,2000,T,T12,KS,67880,B11,
43131458,9,,,"G.S.A.R. CHARITABLE AND EDUC. FUND, INC.",CHARITABLE & EDUCATIONAL PURPOSES,1998,T,T12,MA,1104,B11,
721388533,9,,,GIFT MANAGEMENT ASSOCIATION,GIFT MANAGEMENT,1998,T,T12,AL,35124,S02,
541848080,9,,,GREATER ORANGE COMMUNITY DEVELOPMENT CORP,PROVIDE FOR PHYSICAL NEEDS OF HOMELESS,1999,T,T12,VA,22960,S20,
352113434,9,,,"HELP THE HOPEFUL, INC",TO COLLECT DONATIONS FOR THE NEEDY,2001,T,T12,IN,46952,S41,
411647950,9,,,HOLLYWOOD BOOSTERS CLUB INC,COMMUNITY SERVICE ORGANIZATION,1999,T,T12,MN,55360,S20,
481186676,9,,,KANSAS ECONOMIC DEVELOPMENT INSTITUTE,ADVANCE KNOWLEDGE AND UNDERSTANDING OF ECONOMIC DEVELOPMENT/PUBLIC POLICY.,1998,T,T12,KS,66603,S30,
912117604,9,,,KEY PENINSULA FAIR ASSOCIATION,COMMUNITY FAIR,2002,T,T12,WA,98395,S21,
541851119,9,,,LIBERTY UNIVERSITY ENDOWMENT TRUST INC,"LUET RECEIVES ADMINISTERS, AND EXPENDS FUNDS SOLELY FOR THE BENEFIT OF LIBERTY UNIVERSITY, INC., LIBERTY BROADCAST NETWORK, INC AND THOMAS ROAD BAPTIST CHURCH.",1999,T,T12,VA,24502,B11,
223361361,9,,,MANALAPAN ENGLISHTOWN EDUCATION FOUNDATION INC.,"ENHANCE EDUCATION IN MANALAPAN, NJ",1998,T,T12,NJ,7726,B11,
43253146,9,,,"MCCPS, INC.",EDUCATIONAL,1998,T,T12,MA,1945,S20,
311619148,9,,,MID-PENINSULA JEWISH COMMUNITY DAY SCHOOL ENDOWMENT,TO DONATE TO CHARITABLE ORGANIZATIONS,1999,T,T12,CA,94105,B11,
846292169,9,,,MILDRED S HANSEN TRUST FOR AIMS COMMUNITY COLLEGE FOUNDATION,SUPPORT FOR AIMS COMMUNITY COLLEGE FOUNDATION.,1998,T,T12,CO,80274,B11,
846292170,9,,,MILDRED S HANSEN TRUST FOR UNIVERSITY OF NORTHERN COLORADO FDN 1415822201,SUPPORT FOR UNIVERSITY OF NORTHERN COLORADO FOUNDATION.,1998,T,T12,CO,80274,B11,
223494682,9,,,MONTVILLE EDUCATIONAL FOUNDATION,"TO ENCOURAGE, SOLICIT, SEEK AND ACCEPT CONTRIBUTIONS AND TO USE AND APPLY THE CONTRIBUTIONS FOR THE BENEFIT OF THE SCHOOLS AND STUDENTS IN MONTVILLE TOWNSHIP.",1999,T,T12,NJ,7045,B11,
810511874,9,,,MUSTANG FOUNDATION,SUPPORT OF ED. IN SCHOOL & COMMUNITY,2000,T,T12,MT,59538,B11,
481174310,9,,,NORTHWEST HIGH SCHOOL BOOSTER CLUB,SUPPORT HIGH SCHOOL ATHLETIC PROGRAMS,1998,T,T12,KS,67212,B11,
860778743,9,,,"PARADISE VALLEY EDUCATION FOUNDATION, INC.",TO PROMOTE AND ENHANCE PUBLIC EDUCATION WITHIN THE PARADISE VALLEY UNIFIED SCHOOL DISTRICT.,1998,T,T12,AZ,85032,B11,
860820836,9,,,"PINAL COUNTY UNIVERSITY FOUNDATION, INC.",EDUCATIONAL FOUNDATION,1998,T,T12,AZ,85230,B11,
43311120,9,,,"PIONEER VALLEY ARTS IN EDUCATION, INC.",PROVIDE SUPPORT FOR P.V.P.A.C.H.S,1999,T,T12,MA,1035,B11,
411909838,9,,,RAINFOREST CAFE FRIENDS OF THE FUTURE FOUNDATION,DONATIONS FOR CHARITABLE ACTIVITIES,1998,T,T12,MN,55343,C11,
611347977,9,,,"REV. LEONARD F. CALLAHAN EDUCATIONAL FOUNDATION, INC.",The foundation's exempt purpose is to provide financial assistance in the form of scholarships to those high school students with specific academic achievements and specific financial needs. The scholarships are only available to high school students in t,2001,T,T12,KY,41017,B11,
592368194,9,,,"ROCKLEDGE HIGH SCHOOL BAND BOOSTERS, INC.",SUPPORT HIGH SCHOOL BAND,1998,T,T12,FL,32956,B11,
223424505,9,,,South Brunswick Public Library Foundation Incorporated,"THE ADVANCEMENT OF THE PUBLIC LIBRARY OF THE TOWNSHIP OF SOUTH BRUNSWICK, NJ INCLUDING ALL BRANCHES, BOOKMOBILES OR ANY SUCCESSOR INSTITUTION.",2002,T,T12,NJ,8852,B11,
352192926,9,,,"St. Maron's Education Foundation, Inc.",PROMOTION AND SUPPORT OF EDUCATION,2003,T,T12,OH,44511,B11,
826098269,9,,,SUTTLE CHARITABLE TRUST FBO GRACE CHRISTIAN SCHOOL,CHARITABLE TRUST IS A SUPPORTING ORGANIZATION OF GRACE CHRISTIAN SCHOOL THE TRUST HAS BEEN ESTABLISHED TO PROVIDE ADDITIONAL FUNDING TO ASSIST GRACE CHRISTIAN SCHOOL PROVIDE THE NECESSARY EDUCATIONAL SERVICES FOR STUDENTS WITHIN THE LOCAL AREA.,2002,T,T12,MS,39339,B11,
133710026,9,,,"THE GARRISON CHILDREN'S EDUCATION FUND, INC.",Support the educational goals of the Garrison Union Free School District,2001,T,T12,NY,10524,B11,
330845930,9,,,THE PETCO FOUNDATION,"THE SPECIFIC PURPOSES FOR WHICH THIS CORPORATION IS ORGANIZED ARE TO PROMOTE, ENHANCE AND FINANCE CHARITABLE, EDUCATIONAL, LITERARY, SCIENTIFIC OR PREVENTION OF CRUELTY TO ANIMALS ACTIVITIES THROUGH GRANTS AND CONTRIBUTIONS TO ORGANIZATIONS DESCRIBED IN SECTIONS 501(C)(3), 2055, AND 2522 OF CODE, INCLUDING BUT NOT LIMITED TO ORGANIZATIONS WHICH CONDUCT OR SPONSOR CHARITABLE OR EDUCATIONAL PROGRAMS RELATED TO DOMESTICATED ANIMALS.",2000,T,T12,CA,92121,D12,
232806707,9,,,"UNIONVILLE-CHADDS FORD EDUCATION FOUNDATION, INC.",TO COLLECT AND DISTRIBUTE MONEY FOR PROJECTS IN THE UNIONVILLE CHADDS FORD SCHOOL DISTRICT,2002,T,T12,PA,19348,B11,
300174227,2,1,,Ebersole Environmental Education and Conference Center Foundation,"THE EBERSOLE FOUNDATION IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, SCIENTIFIC, EDUCATIONAL PURPOSES. MORE SPECIFICALLY, TO RAISE FUNDS TO ASSIST THE VERNON D. EBERSOLE ENVIRONMENTAL EDUCATION AND CONFERENCE CENTER IN LAND ACQUISITION, CAPITAL IMPROVEMENTS,",2003,T,T19,MI,49348,B11,
367126403,9,,,USA EDUCATION CHARITABLE TRUST,EDUCATION PROGRAMS & PHILANTHROPY,2000,T,T19,IL,60610,B11,
631160670,9,,,A FAMILY PLACE,CHARITABLE AND EDUCATIONAL AGENCY,1998,T,T20,AL,35205,S20,
136018759,9,,,ABBY WHITESIDE FOUNDATION INC,CONCERTS & TAPES FOR EDUCATION,1999,T,T20,NY,10028,B11,
742843295,9,,,"ABNORMAL SOCIETY, INC",CHARITABLE - HELP FOR THE NEEDY,1998,T,T20,KS,66210,W20,
943329340,9,,,"ADELANTE FOUNDATION, INC.","ADELANTE FOUNDATION REDUCES POVERTY IN RURAL HONDURAS BY HELPING THE POOR HELP THEMSELVES. ADELANTE PROVIDES SHORT-TERM, LOW-INTEREST LOANS TO POOR, RURAL HONDURAN WOMEN. THESE LOANS HELP WOMEN SET UP MICRO-BUSINESSES AND ALLOW THEM TO BETTER CARE FOR THEMSELVES AND THEIR FAMILIES. ONE OF THE FOUNDATION'S GOALS IS TO RAISE THE STANDARD OF LIVING OF SOME OF HONDURAS' POOREST FAMILIES BY IMPROVING THEIR HEALTH, HOUSING, AND BASIC INCOME LEVEL.",1999,T,T20,CA,95476,S32,
541875224,9,,,"ALEXANDRIA LIBRARY FOUNDATION, INC.",EXPAND & ENHANCE SUPPORT FOR PUBLIC LIBRARY SERVICE,1999,T,T20,VA,22314,B11,
562331020,9,,,American Shetland Sheepdog Association Foundation,Animal welfare and rescue,2003,T,T20,VA,23323,D11,
481189433,9,,,ASSOCIATION OF CARING ENTREPRENEURS,THE ORGANIZATION PROVIDES FINANCIAL ASSISTANCE TO OTHER 501(C)(3) ORGANIZATIONS THROUGH VOLUNTEER EFFORTS.,2000,T,T20,KS,66202,S21,
43137734,9,,,"ASSOCIATION OF MASSACHUSETTS WETLAND SCIENTISTS, INC",TO PROMOTE WETLAND SCIENCE IN MASS,2001,T,T20,MA,1821,C32,
731168138,9,,,BARTLESVILLE COMMUNITY ACTION CHARITABLE FOUNDATION,TO PROVIDE SERVICES ON A TAX EXEMPT TO LOCAL COMMUNITY SERVICE ORGANIZATION,1999,T,T20,OK,74005,S21,
931267755,2,4,,BREITENBUSH FOUNDATION,LAND CONSERVATION,1999,T,T20,OR,97308,C30,
223480433,9,,,"C.M.C.S.S.S.D. EDUCATION FOUNDATION, INC.",PROVIDE SUPPORT FOR PROGRAMS AND PROJECTS,1999,T,T20,NJ,8210,B11,
721476662,9,,,CAN DO FOUNDATION,SUPPORT NEIGHBORHOOD ORGS ABOUT ISSUES OF ENHANCEM,2000,T,T20,LA,70821,S20,
562217770,9,,,CAROLINA EQUINE SOCIETY INC,RESCUE-RETRAINING-PLACEMENT OF HORSES,2003,T,T20,NC,27114,D20,
383336236,9,,,CENTRAL HIGH SCHOOL ATHLETIC FUND IN,"THE RENOVATION, CONSTRUCTION, CARE AND MAINTENANCE OF THOSE FACILITIES SERVING THE ATHLETIC PROGRAMS OF BAY CITY CENTRAL HIGH SCHOOL",1998,T,T20,MI,48708,B11,
522331932,9,,,"Century Music Boosters, Inc.",Support Music program Century H. S.,2003,T,T20,MD,21784,B11,
912165866,2,1,,CHARLES ADAMS NATURE RESEARCH FNDTN #2600230600,"Reverse anti-ecological tides and promote a sounder, more constructive approaches to the preservation of our natural habitat for present and future",2002,T,T20,WI,53201,C05,
561795618,9,,,CHEROKEE COUNTY SCHOOL FOUNDATION,Assist educational functions,2001,T,T20,NC,28906,B11,
582207240,9,,,CLEBURNE COUNTY SCHOOL FOUNDATION,HELP STUDENTS CLEBURNE COUNTY,2003,T,T20,AL,36264,B11,
10529787,9,,,COLBY COLLEGE CHARITABLE TRUST,PROPERTY IS HELD BY THE TRUST FOR THE BENEFIT OF PRESIDENT AND TRUSTEES OF OF COLBY COLLEGE.,2000,T,T20,ME,4901,B11,
841275521,9,,,COLORADO AGRICULTURAL LEADERSHIP FOUNDATION,SUPPORT EDUCATIONAL PROGRAM,1998,T,T20,CO,80228,W70,
582108904,9,,,"DACULA FALCON FOUNDATION, INC.",CONSTRUCTION SCHOOL SPORTS FACILITY,1998,T,T20,GA,30019,D11,
752498887,9,,,DEEP ELLUM FOUNDATION,TO PRESERVE THE HISTORICAL & ARCHITECTURAL CHARACTER AND TRADITIONS OF DEEP ELLUM COMMUNITY.,2000,T,T20,TX,75226,C12,
581843454,9,,,"DEKALB COUNTY PARTNERS IN EDUCATION FOUNDATION, INC.",CHARITABLE AND EDUCATIONAL,1998,T,T20,GA,30332,B11,
363543926,9,,,DEKALB EDUCATION FOUNDATION,EDUCATIONAL,1999,T,T20,IL,60115,B11,
30483251,9,,,"EDPA FOUNDATION, INC","PROMOTE AND CONDUCT CHARITABLE FUNCTIONS OF EXHIBIT DESIGNERS & PRODUCERS ASSOCIATION, INC.",2002,Z,T20,GA,30342,S11,
382975811,9,,,EDUCATION FOUNDATION OF GREENVILLE,IT SHALL BE THE MISSION OF THE EDUCATION FOUNDATION OF GREENVILLE TO ACQUIRE AND DISTRIBUTE FINANCIAL AND OTHER RESOURCES TO THE GREENVILLE PUBLIC SCHOOLS. THE RESOURCES SHALL BE USED FOR PROGRAMS AND PROJECTS AIMED AT ENHANCING OR SUPPLEMENTING EDUCATION,2002,T,T20,MI,48838,B11,
436858210,9,,,Etha Eleanor Rose Charitable Foundation,SUPPORTING THE SOUTHWEST MO HUMANE SOCIETY INC.,2001,T,T20,MO,63166,D11,
382568754,9,,,FOREST HILLS EDUCATIONAL FOUNDATION,ED PROGRAM ASSIST FOREST HILLS PUBLIC SCHOOLS,1998,T,T20,MI,49546,B11,
391862024,9,,,"FRANKLIN EDUCATIONAL FOUNDATION, INC.",ASSIST EDUCATIONAL ADVANCEMENT,1998,T,T20,WI,53132,B11,
232775655,9,,,"FRIENDS OF PIKE COUNTY, INC.",CHARITABLE WORK,1998,T,T20,PA,18337,B11,
830295137,9,,,FRIENDS OF THE ALBANY COUNTY PUBLIC LIBRARY,SUPPORT THE ALBANY COUNTY PUBLIC LIBRARY,1999,T,T20,WY,82070,B11,
311577331,9,,,FRIENDS OF THE HUNGARIAN HIGHER EDUCATION FOUNDATION,TO PROMOTE HIGHER EDUCATION IN HUNGARY.,1998,T,T20,DC,20005,B11,
760303610,9,,,"FRIENDS OF THE LIBERTY MUNICIPAL LIBRARY, INC.","TO PROVIDE SUPPORT, FINANCIAL AND IN-KIND, TO THE CITY OF LIBERTY PUBLIC LIBRARY",1999,T,T20,TX,77575,B11,
237022600,9,,,GEORGIA JR CHAMBER OF COMMERCE FOUNDATION,FURTHERMENT JR CHAMBER OBJECTIVES,2003,T,T20,GA,31909,S41,
364329196,9,,,GERALD BOOTH FOUNDATION,ASSISTING THE BAY LAKES COUNCIL OF THE BOY SCOUTS OF AMERICA IN WISCONSIN IN THE PERFORMANCE OF ITS EDUCATIONAL FUNCTIONS.,2000,T,T20,IL,60007,D60,
581736948,9,,,GRAMBLING UNIVERSITY ATHLETIC FOUNDATION,SUPPORT OF EDUCATION,1998,T,T20,LA,71245,B11,
341884733,9,,,GREATER CLEVELAND MEDIA DEVELOPMENT CORPORATION,"To promote the production of film, television, video, radio and other types of media to generate economic benefits to northeast Ohio",2000,T,T20,OH,44113,S20,
990175939,2,4,,Greenpeace Foundation,Protection of the environment and wildlife.,2003,T,T20,HI,96734,C03,
